id,province,newspaper,newspaper_url
242,ISPARTA,Nokta,https://www.bik.gov.tr/yerel-gazeteler/isparta/tumu/nokta/
243,ISPARTA,Oluşum,https://www.bik.gov.tr/yerel-gazeteler/isparta/tumu/olusum/
244,ISPARTA,Şarkikaraağaç Ekspres,https://www.bik.gov.tr/yerel-gazeteler/isparta/tumu/sarkikaraagac-ekspres/
245,İSTANBUL,Ayrıntılı Haber,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/ayrintili-haber/
246,İSTANBUL,Bizim Anadolu,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/bizim-anadolu/
247,İSTANBUL,Dokuz Sütun,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/dokuz-sutun/
248,İSTANBUL,Gazete Damga,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/gazete-damga/
249,İSTANBUL,Günboyu,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/gunboyu/
250,İSTANBUL,Hürhaber,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/hurhaber/
251,İSTANBUL,Hürses,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/hurses/
252,İSTANBUL,İstanbul,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/istanbul/
253,İSTANBUL,İstiklal,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/istiklal/
254,İSTANBUL,İttifak,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/ittifak/
255,İSTANBUL,Önce Vatan,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/once-vatan/
256,İSTANBUL,Son An,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/son-an/
257,İSTANBUL,Son Saat,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/son-saat/
258,İSTANBUL,Tünaydın,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/tunaydin/
259,İSTANBUL,Yeni Çağrı,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/yeni-cagri/
260,İSTANBUL,Yeni Devir,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/yeni-devir/
261,İSTANBUL,Yeni Söz,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/yeni-soz/
262,İSTANBUL,Yenigün,https://www.bik.gov.tr/yerel-gazeteler/istanbul/tumu/yenigun/
263,İZMİR,9 Eylül,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/9-eylul/
264,İZMİR,Aliağa Ekspres,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/aliaga-ekspres/
265,İZMİR,Büyük Torbalı,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/buyuk-torbali/
266,İZMİR,Ege Telgraf,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/ege-telgraf/
267,İZMİR,Haber Ekspres,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/haber-ekspres/
268,İZMİR,İlkses,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/ilkses/
269,İZMİR,Küçük Menderes,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/kucuk-menderes/
270,İZMİR,Ödemiş Kent,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/odemis-kent/
271,İZMİR,Ticaret,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/ticaret/
272,İZMİR,Yeni Bakış,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/yeni-bakis/
273,İZMİR,Yenigün,https://www.bik.gov.tr/yerel-gazeteler/izmir/tumu/yenigun/
274,KAHRAMANMARAŞ,Elbistan Kaynarca,https://www.bik.gov.tr/yerel-gazeteler/kahramanmaras/tumu/elbistan-kaynarca/
275,KAHRAMANMARAŞ,Kahramanmaraş'ta Bugün,https://www.bik.gov.tr/yerel-gazeteler/kahramanmaras/tumu/kahramanmaras-ta-bugun/
276,KARABÜK,Batı Karadeniz Ekspres,https://www.bik.gov.tr/yerel-gazeteler/karabuk/tumu/bati-karadeniz-ekspres/
277,KARABÜK,Bölgenin Sesi,https://www.bik.gov.tr/yerel-gazeteler/karabuk/tumu/bolgenin-sesi/
278,KARABÜK,Karabük Farklı Gazete,https://www.bik.gov.tr/yerel-gazeteler/karabuk/tumu/karabuk-farkli-gazete/
279,KARABÜK,Karabük Haber,https://www.bik.gov.tr/yerel-gazeteler/karabuk/tumu/karabuk-haber/
280,KARABÜK,Karabük Meydan,https://www.bik.gov.tr/yerel-gazeteler/karabuk/tumu/karabuk-meydan/
281,KARABÜK,Karabük Postası,https://www.bik.gov.tr/yerel-gazeteler/karabuk/tumu/karabuk-postasi/
282,KARABÜK,Karabük'ün Sesi,https://www.bik.gov.tr/yerel-gazeteler/karabuk/tumu/karabuk-un-sesi/
283,KARABÜK,Safranbolu Ekspres,https://www.bik.gov.tr/yerel-gazeteler/karabuk/tumu/safranbolu-ekspres/
284,KARABÜK,Safranbolu Son Haber,https://www.bik.gov.tr/yerel-gazeteler/karabuk/tumu/safranbolu-son-haber/
285,KARABÜK,Safranbolu'da Sonsöz,https://www.bik.gov.tr/yerel-gazeteler/karabuk/tumu/safranbolu-da-sonsoz/
286,KARAMAN,Gazete Anadolu,https://www.bik.gov.tr/yerel-gazeteler/karaman/tumu/gazete-anadolu/
287,KARAMAN,Kgrt Karaman,https://www.bik.gov.tr/yerel-gazeteler/karaman/tumu/kgrt-karaman/
288,KARAMAN,Yeni Karaman,https://www.bik.gov.tr/yerel-gazeteler/karaman/tumu/yeni-karaman/
289,KARS,Kars Hakimiyet,https://www.bik.gov.tr/yerel-gazeteler/kars/tumu/kars-hakimiyet/
290,KARS,Kars Havadis,https://www.bik.gov.tr/yerel-gazeteler/kars/tumu/kars-havadis/
291,KASTAMONU,Gündem37,https://www.bik.gov.tr/yerel-gazeteler/kastamonu/tumu/gundem37/
292,KASTAMONU,Kastamonu,https://www.bik.gov.tr/yerel-gazeteler/kastamonu/tumu/kastamonu/
293,KASTAMONU,Kastamonu Açıksöz,https://www.bik.gov.tr/yerel-gazeteler/kastamonu/tumu/kastamonu-aciksoz/
294,KASTAMONU,Kastamonu Doğrusöz,https://www.bik.gov.tr/yerel-gazeteler/kastamonu/tumu/kastamonu-dogrusoz/
295,KASTAMONU,Kastamonu Nasrullah,https://www.bik.gov.tr/yerel-gazeteler/kastamonu/tumu/kastamonu-nasrullah/
296,KASTAMONU,Kastamonu Sözcü,https://www.bik.gov.tr/yerel-gazeteler/kastamonu/tumu/kastamonu-sozcu/
297,KAYSERİ,E-haber Kayseri,https://www.bik.gov.tr/yerel-gazeteler/kayseri/tumu/e-haber-kayseri/
298,KAYSERİ,Kayseri Haber 38,https://www.bik.gov.tr/yerel-gazeteler/kayseri/tumu/kayseri-haber-38/
299,KIRIKKALE,İl,https://www.bik.gov.tr/yerel-gazeteler/kirikkale/tumu/il/
300,KIRIKKALE,Manşet,https://www.bik.gov.tr/yerel-gazeteler/kirikkale/tumu/manset/
301,KIRKLARELİ,Babaeski Gündem,https://www.bik.gov.tr/yerel-gazeteler/kirklareli/tumu/babaeski-gundem/
302,KIRKLARELİ,Görünüm,https://www.bik.gov.tr/yerel-gazeteler/kirklareli/tumu/gorunum/
303,KIRKLARELİ,Hürfikir,https://www.bik.gov.tr/yerel-gazeteler/kirklareli/tumu/hurfikir/
304,KIRKLARELİ,Kırklar Haber,https://www.bik.gov.tr/yerel-gazeteler/kirklareli/tumu/kirklar-haber/
305,KIRKLARELİ,Trakya'da Yeşilyurt,https://www.bik.gov.tr/yerel-gazeteler/kirklareli/tumu/trakya-da-yesilyurt/
306,KIRŞEHİR,40 Arena,https://www.bik.gov.tr/yerel-gazeteler/kirsehir/tumu/40-arena/
307,KIRŞEHİR,Kırşehir Çiğdem,https://www.bik.gov.tr/yerel-gazeteler/kirsehir/tumu/kirsehir-cigdem/
308,KIRŞEHİR,Kırşehir Memleket,https://www.bik.gov.tr/yerel-gazeteler/kirsehir/tumu/kirsehir-memleket/
309,KIRŞEHİR,Mucur,https://www.bik.gov.tr/yerel-gazeteler/kirsehir/tumu/mucur/
310,KIRŞEHİR,Mucur Dağdelen,https://www.bik.gov.tr/yerel-gazeteler/kirsehir/tumu/mucur-dagdelen/
311,KIRŞEHİR,Yeni Aşıkpaşa,https://www.bik.gov.tr/yerel-gazeteler/kirsehir/tumu/yeni-asikpasa/
312,KIRŞEHİR,Yeni Kırşehir Yeşilyurt,https://www.bik.gov.tr/yerel-gazeteler/kirsehir/tumu/yeni-kirsehir-yesilyurt/
313,KIRŞEHİR,Yeni Yeşil Mucur,https://www.bik.gov.tr/yerel-gazeteler/kirsehir/tumu/yeni-yesil-mucur/
314,KİLİS,Serhat Kilis,https://www.bik.gov.tr/yerel-gazeteler/kilis/tumu/serhat-kilis/
315,KİLİS,Vizyon Havadis,https://www.bik.gov.tr/yerel-gazeteler/kilis/tumu/vizyon-havadis/
316,KOCAELİ,Bizim Yaka Kocaeli,https://www.bik.gov.tr/yerel-gazeteler/kocaeli/tumu/bizim-yaka-kocaeli/
317,KOCAELİ,Çağdaş Kocaeli,https://www.bik.gov.tr/yerel-gazeteler/kocaeli/tumu/cagdas-kocaeli/
318,KOCAELİ,Derince Ekspres,https://www.bik.gov.tr/yerel-gazeteler/kocaeli/tumu/derince-ekspres/
319,KOCAELİ,Gazete Gebze,https://www.bik.gov.tr/yerel-gazeteler/kocaeli/tumu/gazete-gebze/
320,KOCAELİ,Kocaeli,https://www.bik.gov.tr/yerel-gazeteler/kocaeli/tumu/kocaeli/
321,KOCAELİ,Kocaeli Demokrat,https://www.bik.gov.tr/yerel-gazeteler/kocaeli/tumu/kocaeli-demokrat/
322,KOCAELİ,Mavi Kocaeli,https://www.bik.gov.tr/yerel-gazeteler/kocaeli/tumu/mavi-kocaeli/
323,KOCAELİ,Özgür Kocaeli,https://www.bik.gov.tr/yerel-gazeteler/kocaeli/tumu/ozgur-kocaeli/
324,KOCAELİ,Yeni Haber,https://www.bik.gov.tr/yerel-gazeteler/kocaeli/tumu/yeni-haber/
325,KONYA,Akşehir Postası,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/aksehir-postasi/
326,KONYA,Anadolu'da Bugün,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/anadolu-da-bugun/
327,KONYA,Bbn Haber,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/bbn-haber/
328,KONYA,Beyşehir'in Sesi,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/beysehir-in-sesi/
329,KONYA,Cihanbeyli'nin Sesi,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/cihanbeyli-nin-sesi/
330,KONYA,Ereğli Güneş,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/eregli-gunes/
331,KONYA,Hakimiyet,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/hakimiyet/
332,KONYA,Ilgın'ın Sesi,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/ilgin-in-sesi/
333,KONYA,Konya Postası,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/konya-postasi/
334,KONYA,Konya Yenigün,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/konya-yenigun/
335,KONYA,Konya'nın Sesi,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/konya-nin-sesi/
336,KONYA,Merhaba,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/merhaba/
337,KONYA,Pervasız,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/pervasiz/
338,KONYA,Pusula,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/pusula/
339,KONYA,Yeni Ereğli,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/yeni-eregli/
340,KONYA,Yeni Haber,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/yeni-haber/
341,KONYA,Yeni Konya,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/yeni-konya/
342,KONYA,Yeni Meram,https://www.bik.gov.tr/yerel-gazeteler/konya/tumu/yeni-meram/
343,KÜTAHYA,Dumlupınar,https://www.bik.gov.tr/yerel-gazeteler/kutahya/tumu/dumlupinar/
344,KÜTAHYA,Hisar,https://www.bik.gov.tr/yerel-gazeteler/kutahya/tumu/hisar/
345,KÜTAHYA,Kırküç,https://www.bik.gov.tr/yerel-gazeteler/kutahya/tumu/kirkuc/
346,KÜTAHYA,Kütahya Zafer,https://www.bik.gov.tr/yerel-gazeteler/kutahya/tumu/kutahya-zafer/
347,KÜTAHYA,Medya Kütahya,https://www.bik.gov.tr/yerel-gazeteler/kutahya/tumu/medya-kutahya/
348,KÜTAHYA,Simav'ın Sesi,https://www.bik.gov.tr/yerel-gazeteler/kutahya/tumu/simav-in-sesi/
349,KÜTAHYA,Tavşanlının Sesi,https://www.bik.gov.tr/yerel-gazeteler/kutahya/tumu/tavsanlinin-sesi/
350,KÜTAHYA,Yeni Gediz,https://www.bik.gov.tr/yerel-gazeteler/kutahya/tumu/yeni-gediz/
351,KÜTAHYA,Yeni Kütahya,https://www.bik.gov.tr/yerel-gazeteler/kutahya/tumu/yeni-kutahya/
352,MALATYA,Busabah,https://www.bik.gov.tr/yerel-gazeteler/malatya/tumu/busabah/
353,MALATYA,Malatya Net Haber,https://www.bik.gov.tr/yerel-gazeteler/malatya/tumu/malatya-net-haber/
354,MALATYA,Malatya Sonsöz,https://www.bik.gov.tr/yerel-gazeteler/malatya/tumu/malatya-sonsoz/
355,MALATYA,Malatya Söz,https://www.bik.gov.tr/yerel-gazeteler/malatya/tumu/malatya-soz/
356,MALATYA,Yeni Malatya,https://www.bik.gov.tr/yerel-gazeteler/malatya/tumu/yeni-malatya/
357,MANİSA,Akhisar Altıeylül,https://www.bik.gov.tr/yerel-gazeteler/manisa/tumu/akhisar-altieylul/
358,MANİSA,Alaşehir 5 Eylül,https://www.bik.gov.tr/yerel-gazeteler/manisa/tumu/alasehir-5-eylul/
359,MANİSA,Gelişen Yeni Kırkağaç,https://www.bik.gov.tr/yerel-gazeteler/manisa/tumu/gelisen-yeni-kirkagac/
360,MANİSA,Manisa'da Denge,https://www.bik.gov.tr/yerel-gazeteler/manisa/tumu/manisa-da-denge/
361,MANİSA,Salihli Sektör,https://www.bik.gov.tr/yerel-gazeteler/manisa/tumu/salihli-sektor/
362,MANİSA,Soma Kurtuluş,https://www.bik.gov.tr/yerel-gazeteler/manisa/tumu/soma-kurtulus/
363,MANİSA,Turgutlu Manşet,https://www.bik.gov.tr/yerel-gazeteler/manisa/tumu/turgutlu-manset/
364,MANİSA,Yankı,https://www.bik.gov.tr/yerel-gazeteler/manisa/tumu/yanki/
365,MANİSA,Yeni Manisa,https://www.bik.gov.tr/yerel-gazeteler/manisa/tumu/yeni-manisa/
366,MANİSA,Yeni Turgutlu,https://www.bik.gov.tr/yerel-gazeteler/manisa/tumu/yeni-turgutlu/
367,MARDİN,Mardin Haber,https://www.bik.gov.tr/yerel-gazeteler/mardin/tumu/mardin-haber/
368,MARDİN,Mardin Life,https://www.bik.gov.tr/yerel-gazeteler/mardin/tumu/mardin-life/
369,MERSİN,Akdeniz,https://www.bik.gov.tr/yerel-gazeteler/mersin/tumu/akdeniz/
370,MERSİN,Akdeniz Postası,https://www.bik.gov.tr/yerel-gazeteler/mersin/tumu/akdeniz-postasi/
371,MERSİN,Mersin,https://www.bik.gov.tr/yerel-gazeteler/mersin/tumu/mersin/
372,MERSİN,Silifke,https://www.bik.gov.tr/yerel-gazeteler/mersin/tumu/silifke/
373,MERSİN,Yeni Göksu,https://www.bik.gov.tr/yerel-gazeteler/mersin/tumu/yeni-goksu/
374,MUĞLA,Batı Akdeniz,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/bati-akdeniz/
375,MUĞLA,Çökertme,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/cokertme/
376,MUĞLA,Dalaman,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/dalaman/
377,MUĞLA,Devrim,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/devrim/
378,MUĞLA,Ege,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/ege/
379,MUĞLA,Ekspres Bodrum,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/ekspres-bodrum/
380,MUĞLA,Gazete Zeybek,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/gazete-zeybek/
381,MUĞLA,Hamle,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/hamle/
382,MUĞLA,Manşet,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/manset/
383,MUĞLA,Menteşe,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/mentese/
384,MUĞLA,Muğla,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/mugla/
385,MUĞLA,Muğla Haber,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/mugla-haber/
386,MUĞLA,Muğla Yenigün,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/mugla-yenigun/
387,MUĞLA,Önder,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/onder/
388,MUĞLA,Yeni Sayfa,https://www.bik.gov.tr/yerel-gazeteler/mugla/tumu/yeni-sayfa/
389,MUŞ,30 Nisan,https://www.bik.gov.tr/yerel-gazeteler/mus/tumu/30-nisan/
390,MUŞ,Günaydın Muş,https://www.bik.gov.tr/yerel-gazeteler/mus/tumu/gunaydin-mus/
391,MUŞ,Muş Altınova,https://www.bik.gov.tr/yerel-gazeteler/mus/tumu/mus-altinova/
392,MUŞ,Muş Ekspres,https://www.bik.gov.tr/yerel-gazeteler/mus/tumu/mus-ekspres/
393,MUŞ,Muş İl,https://www.bik.gov.tr/yerel-gazeteler/mus/tumu/mus-il/
394,MUŞ,Muş Manşet,https://www.bik.gov.tr/yerel-gazeteler/mus/tumu/mus-manset/
395,MUŞ,Muş Ovası,https://www.bik.gov.tr/yerel-gazeteler/mus/tumu/mus-ovasi/
396,MUŞ,Yeni Muş'un Sesi,https://www.bik.gov.tr/yerel-gazeteler/mus/tumu/yeni-mus-un-sesi/
397,NEVŞEHİR,Can Ajans,https://www.bik.gov.tr/yerel-gazeteler/nevsehir/tumu/can-ajans/
398,NEVŞEHİR,Kapadokya Muşkara Haber,https://www.bik.gov.tr/yerel-gazeteler/nevsehir/tumu/kapadokya-muskara-haber/
399,NEVŞEHİR,Nevşehir Kent Haber,https://www.bik.gov.tr/yerel-gazeteler/nevsehir/tumu/nevsehir-kent-haber/
400,NİĞDE,Borun Sesi,https://www.bik.gov.tr/yerel-gazeteler/nigde/tumu/borun-sesi/
401,NİĞDE,Dünden Bugüne Gündem,https://www.bik.gov.tr/yerel-gazeteler/nigde/tumu/dunden-bugune-gundem/
402,NİĞDE,Hamle,https://www.bik.gov.tr/yerel-gazeteler/nigde/tumu/hamle/
403,NİĞDE,Niğde Anadolu Haber,https://www.bik.gov.tr/yerel-gazeteler/nigde/tumu/nigde-anadolu-haber/
404,NİĞDE,Niğde Günaydın,https://www.bik.gov.tr/yerel-gazeteler/nigde/tumu/nigde-gunaydin/
405,ORDU,Fatsa,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/fatsa/
406,ORDU,Ordu Afiş,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/ordu-afis/
407,ORDU,Ordu Hayat,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/ordu-hayat/
408,ORDU,Ordu Hürses,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/ordu-hurses/
409,ORDU,Ordu Olay,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/ordu-olay/
410,ORDU,Ordu Tribün,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/ordu-tribun/
411,ORDU,Ordu Vizyon,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/ordu-vizyon/
412,ORDU,Ordu Yeni Dönem,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/ordu-yeni-donem/
413,ORDU,Ordu Yeni Haber,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/ordu-yeni-haber/
414,ORDU,Ordu Yorum,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/ordu-yorum/
415,ORDU,Ünye Kent,https://www.bik.gov.tr/yerel-gazeteler/ordu/tumu/unye-kent/
416,OSMANİYE,Aydın Osmaniye,https://www.bik.gov.tr/yerel-gazeteler/osmaniye/tumu/aydin-osmaniye/
417,OSMANİYE,Bahçenin Sesi,https://www.bik.gov.tr/yerel-gazeteler/osmaniye/tumu/bahcenin-sesi/
418,OSMANİYE,Kadirli Postası,https://www.bik.gov.tr/yerel-gazeteler/osmaniye/tumu/kadirli-postasi/
419,OSMANİYE,Kınık,https://www.bik.gov.tr/yerel-gazeteler/osmaniye/tumu/kinik/
420,OSMANİYE,Olay,https://www.bik.gov.tr/yerel-gazeteler/osmaniye/tumu/olay/
421,OSMANİYE,Sabır,https://www.bik.gov.tr/yerel-gazeteler/osmaniye/tumu/sabir/
422,OSMANİYE,Sıla,https://www.bik.gov.tr/yerel-gazeteler/osmaniye/tumu/sila/
423,RİZE,53 Haber,https://www.bik.gov.tr/yerel-gazeteler/rize/tumu/53-haber/
424,RİZE,Güneş,https://www.bik.gov.tr/yerel-gazeteler/rize/tumu/gunes/
425,RİZE,Haber Karadeniz,https://www.bik.gov.tr/yerel-gazeteler/rize/tumu/haber-karadeniz/
426,RİZE,Karadeniz Gündem,https://www.bik.gov.tr/yerel-gazeteler/rize/tumu/karadeniz-gundem/
427,RİZE,Karadeniz Vira Haber,https://www.bik.gov.tr/yerel-gazeteler/rize/tumu/karadeniz-vira-haber/
428,RİZE,Rize Gündem,https://www.bik.gov.tr/yerel-gazeteler/rize/tumu/rize-gundem/
429,RİZE,Rize Olay,https://www.bik.gov.tr/yerel-gazeteler/rize/tumu/rize-olay/
430,RİZE,Tek Bayrak,https://www.bik.gov.tr/yerel-gazeteler/rize/tumu/tek-bayrak/
431,RİZE,Yeni Gündoğdu,https://www.bik.gov.tr/yerel-gazeteler/rize/tumu/yeni-gundogdu/
432,RİZE,Zümrüt Rize,https://www.bik.gov.tr/yerel-gazeteler/rize/tumu/zumrut-rize/
433,SAKARYA,Adapazarı Akşam Haberleri,https://www.bik.gov.tr/yerel-gazeteler/sakarya/tumu/adapazari-aksam-haberleri/
434,SAKARYA,Adapostası,https://www.bik.gov.tr/yerel-gazeteler/sakarya/tumu/adapostasi/
435,SAKARYA,Bizim Sakarya,https://www.bik.gov.tr/yerel-gazeteler/sakarya/tumu/bizim-sakarya/
436,SAKARYA,Sakarya Yenigün,https://www.bik.gov.tr/yerel-gazeteler/sakarya/tumu/sakarya-yenigun/
437,SAKARYA,Sakarya Yenihaber,https://www.bik.gov.tr/yerel-gazeteler/sakarya/tumu/sakarya-yenihaber/
438,SAKARYA,Sakaryahalk,https://www.bik.gov.tr/yerel-gazeteler/sakarya/tumu/sakaryahalk/
439,SAKARYA,Yeni Sakarya,https://www.bik.gov.tr/yerel-gazeteler/sakarya/tumu/yeni-sakarya/
440,SAMSUN,55 Yenigün,https://www.bik.gov.tr/yerel-gazeteler/samsun/tumu/55-yenigun/
441,SAMSUN,Altınova,https://www.bik.gov.tr/yerel-gazeteler/samsun/tumu/altinova/
442,SAMSUN,Gazete Arena,https://www.bik.gov.tr/yerel-gazeteler/samsun/tumu/gazete-arena/
443,SAMSUN,Gazete Gerçek,https://www.bik.gov.tr/yerel-gazeteler/samsun/tumu/gazete-gercek/
444,SAMSUN,Haberde Denge,https://www.bik.gov.tr/yerel-gazeteler/samsun/tumu/haberde-denge/
445,SAMSUN,Hedef Halk,https://www.bik.gov.tr/yerel-gazeteler/samsun/tumu/hedef-halk/
446,SAMSUN,Kızılırmak,https://www.bik.gov.tr/yerel-gazeteler/samsun/tumu/kizilirmak/
447,SAMSUN,Samsun,https://www.bik.gov.tr/yerel-gazeteler/samsun/tumu/samsun/
448,SİİRT,Siirt,https://www.bik.gov.tr/yerel-gazeteler/siirt/tumu/siirt/
449,SİİRT,Siirt’te Son Söz,https://www.bik.gov.tr/yerel-gazeteler/siirt/tumu/siirt-te-son-soz/
450,SİNOP,Bizim Karadeniz,https://www.bik.gov.tr/yerel-gazeteler/sinop/tumu/bizim-karadeniz/
451,SİNOP,Boyabat Sesi,https://www.bik.gov.tr/yerel-gazeteler/sinop/tumu/boyabat-sesi/
452,SİNOP,Flaş Haber,https://www.bik.gov.tr/yerel-gazeteler/sinop/tumu/flas-haber/
453,SİNOP,Haber 57,https://www.bik.gov.tr/yerel-gazeteler/sinop/tumu/haber-57/
454,SİNOP,Şehir,https://www.bik.gov.tr/yerel-gazeteler/sinop/tumu/sehir/
455,SİNOP,Vitrin Haber,https://www.bik.gov.tr/yerel-gazeteler/sinop/tumu/vitrin-haber/
456,SİVAS,Hadiselerle Hakikat,https://www.bik.gov.tr/yerel-gazeteler/sivas/tumu/hadiselerle-hakikat/
457,SİVAS,Sivas İrade,https://www.bik.gov.tr/yerel-gazeteler/sivas/tumu/sivas-irade/
458,ŞANLIURFA,Gap Gündemi,https://www.bik.gov.tr/yerel-gazeteler/sanliurfa/tumu/gap-gundemi/
459,ŞANLIURFA,Harran Ovası,https://www.bik.gov.tr/yerel-gazeteler/sanliurfa/tumu/harran-ovasi/
460,ŞANLIURFA,İrfan,https://www.bik.gov.tr/yerel-gazeteler/sanliurfa/tumu/irfan/
461,ŞANLIURFA,Siverek Hedef,https://www.bik.gov.tr/yerel-gazeteler/sanliurfa/tumu/siverek-hedef/
462,ŞANLIURFA,Urfa Değişim,https://www.bik.gov.tr/yerel-gazeteler/sanliurfa/tumu/urfa-degisim/
463,ŞIRNAK,Cizrem,https://www.bik.gov.tr/yerel-gazeteler/sirnak/tumu/cizrem/
464,ŞIRNAK,Silopi,https://www.bik.gov.tr/yerel-gazeteler/sirnak/tumu/silopi/
465,ŞIRNAK,Şırnak Haber,https://www.bik.gov.tr/yerel-gazeteler/sirnak/tumu/sirnak-haber/
466,ŞIRNAK,Şırnak Olay Gazetesi,https://www.bik.gov.tr/yerel-gazeteler/sirnak/tumu/sirnak-olay-gazetesi/
467,TEKİRDAĞ,Avrupa Yakası,https://www.bik.gov.tr/yerel-gazeteler/tekirdag/tumu/avrupa-yakasi/
468,TEKİRDAĞ,Çerkezköy Bakış,https://www.bik.gov.tr/yerel-gazeteler/tekirdag/tumu/cerkezkoy-bakis/
469,TEKİRDAĞ,Çerkezköy Haber,https://www.bik.gov.tr/yerel-gazeteler/tekirdag/tumu/cerkezkoy-haber/
470,TEKİRDAĞ,Devrim,https://www.bik.gov.tr/yerel-gazeteler/tekirdag/tumu/devrim/
471,TEKİRDAĞ,Haber Trak,https://www.bik.gov.tr/yerel-gazeteler/tekirdag/tumu/haber-trak/
472,TEKİRDAĞ,Hayrabolu Sesi,https://www.bik.gov.tr/yerel-gazeteler/tekirdag/tumu/hayrabolu-sesi/
473,TEKİRDAĞ,Marmara Haber,https://www.bik.gov.tr/yerel-gazeteler/tekirdag/tumu/marmara-haber/
474,TEKİRDAĞ,Saray Gözlem,https://www.bik.gov.tr/yerel-gazeteler/tekirdag/tumu/saray-gozlem/
475,TEKİRDAĞ,Tekirdağ Yeni İnan,https://www.bik.gov.tr/yerel-gazeteler/tekirdag/tumu/tekirdag-yeni-inan/
476,TOKAT,Tokat Güneş,https://www.bik.gov.tr/yerel-gazeteler/tokat/tumu/tokat-gunes/
477,TOKAT,Tokat Haber,https://www.bik.gov.tr/yerel-gazeteler/tokat/tumu/tokat-haber/
478,TRABZON,Karadeniz,https://www.bik.gov.tr/yerel-gazeteler/trabzon/tumu/karadeniz/
